layer,module,loss,samples,damp,time
0,self_attn.q_proj,0.0000044066,0.01000,0.476
0,self_attn.k_proj,0.0000019805,0.01000,0.236
0,self_attn.v_proj,0.0000015923,0.01000,0.235
0,self_attn.o_proj,0.0000012302,0.01000,0.467
0,mlp.gate_proj,0.0000475180,0.01000,0.230
0,mlp.up_proj,0.0000243452,0.01000,0.230
0,mlp.down_proj,0.0000015617,0.01000,0.697
1,self_attn.q_proj,0.0000019853,0.01000,0.342
1,self_attn.k_proj,0.0000008835,0.01000,0.291
1,self_attn.v_proj,0.0000008538,0.01000,0.266
1,self_attn.o_proj,0.0000003472,0.01000,0.471
1,mlp.gate_proj,0.0002938726,0.01000,0.234
1,mlp.up_proj,0.0000850689,0.01000,0.233
1,mlp.down_proj,0.0000021194,0.01000,0.699
2,self_attn.q_proj,0.0000038910,0.01000,0.279
2,self_attn.k_proj,0.0000016648,0.01000,0.231
2,self_attn.v_proj,0.0000016415,0.01000,0.231
2,self_attn.o_proj,0.0000005526,0.01000,0.462
2,mlp.gate_proj,0.0001997803,0.01000,0.232
2,mlp.up_proj,0.0000713199,0.01000,0.235
2,mlp.down_proj,0.0008174617,0.01000,0.696
3,self_attn.q_proj,0.0000274823,0.01000,0.270
3,self_attn.k_proj,0.0000134228,0.01000,0.237
3,self_attn.v_proj,0.0000133831,0.01000,0.237
3,self_attn.o_proj,0.0000007627,0.01000,0.471
3,mlp.gate_proj,0.0002638667,0.01000,0.251
3,mlp.up_proj,0.0001012415,0.01000,0.252
3,mlp.down_proj,0.0000053550,0.01000,0.701
4,self_attn.q_proj,0.0000261886,0.01000,0.255
4,self_attn.k_proj,0.0000123612,0.01000,0.229
4,self_attn.v_proj,0.0000132321,0.01000,0.230
4,self_attn.o_proj,0.0000017564,0.01000,0.463
4,mlp.gate_proj,0.0002446483,0.01000,0.234
4,mlp.up_proj,0.0001072414,0.01000,0.233
4,mlp.down_proj,0.0000070149,0.01000,0.696
5,self_attn.q_proj,0.0000465366,0.01000,0.254
5,self_attn.k_proj,0.0000193318,0.01000,0.231
5,self_attn.v_proj,0.0000204175,0.01000,0.231
5,self_attn.o_proj,0.0000022898,0.01000,0.462
5,mlp.gate_proj,0.0001662723,0.01000,0.231
5,mlp.up_proj,0.0000992902,0.01000,0.231
5,mlp.down_proj,0.0000078411,0.01000,0.695
6,self_attn.q_proj,0.0000313367,0.01000,0.256
6,self_attn.k_proj,0.0000139953,0.01000,0.229
6,self_attn.v_proj,0.0000134137,0.01000,0.230
6,self_attn.o_proj,0.0000019070,0.01000,0.462
6,mlp.gate_proj,0.0001977648,0.01000,0.229
6,mlp.up_proj,0.0001242954,0.01000,0.229
6,mlp.down_proj,0.0000100923,0.01000,0.691
7,self_attn.q_proj,0.0000582700,0.01000,0.255
7,self_attn.k_proj,0.0000240924,0.01000,0.229
7,self_attn.v_proj,0.0000268970,0.01000,0.229
7,self_attn.o_proj,0.0000028745,0.01000,0.460
7,mlp.gate_proj,0.0002205437,0.01000,0.231
7,mlp.up_proj,0.0001362631,0.01000,0.230
